,topic,name,user,star,fork,watch,issue,pull_requests,projects,topic_tag,discription_text,discription_url,commits,branches,packages,releases,contributers,License,url
78,java,mockito,mockito,10.4k,1.9k,423,247,11,1,"['mockito', 'java', 'mocking-framework', 'testing-tools', 'mocking', 'mock', 'mocks', 'testing', 'test-automation', 'test-driven-development', 'mock-library', 'java-library']",Most popular Mocking framework for unit tests written in Java,http://mockito.org,"5,247",22,0,0,492,MIT,https://github.com/mockito/mockito
79,java,presto,prestodb,10.4k,3.6k,876,877,111,0,"['java', 'presto', 'hive', 'hadoop', 'big-data', 'sql']",The official home of the Presto distributed SQL query engine for big data,http://prestodb.github.io,"17,248",34,0,0,254,Apache-2.0,https://github.com/prestodb/presto
80,java,technology-talk,aalansehaiyang,10.1k,3k,796,7,3,0,"['java', 'spring', 'springboot', 'dubbo', 'kafka', 'git', 'hbase', 'mycat', 'spark', 'es6']",汇总java生态圈常用技术框架、开源中间件，系统架构、数据库、大公司架构案例、常用三方类库、项目管理、线上问题排查、个人成长、思考等知识,,260,1,0,0,0,Fetching contributors,https://github.com/aalansehaiyang/technology-talk
81,java,recyclerview-animators,wasabeef,10k,1.9k,320,100,3,0,"['android', 'android-library', 'recyclerview', 'animation', 'kotlin', 'java']",An Android Animation library which easily add itemanimator to RecyclerView items.,,280,3,0,0,16,Apache-2.0,https://github.com/wasabeef/recyclerview-animators
82,java,PermissionsDispatcher,permissions-dispatcher,9.9k,1.3k,277,9,0,0,"['android', 'kotlin', 'java', 'runtime-permissions']",Simple annotation-based API to handle runtime permissions.,,725,1,0,0,45,Apache-2.0,https://github.com/permissions-dispatcher/PermissionsDispatcher
83,java,uCrop,Yalantis,9.8k,1.7k,256,92,15,0,"['android', 'java', 'image', 'photo', 'crop', 'animation', 'scale', 'rotation']",Image Cropping Library for Android,https://yalantis.com/blog/introducing…,333,8,0,0,8,"40
    
    contributors",https://github.com/Yalantis/uCrop
84,java,Android,open-android,9.6k,2.8k,750,22,3,0,"['android', 'java']","GitHub上最火的Android开源项目,所有开源项目都有详细资料和配套视频",,41,1,0,0,0,"1
    
    contributor",https://github.com/open-android/Android
85,java,en.javascript.info,javascript-tutorial,9.4k,2k,247,29,17,,"['javascript', 'tutorial', 'english']",Modern JavaScript Tutorial,https://javascript.info,"4,335",20,0,0,0,View license,https://github.com/javascript-tutorial/en.javascript.info
86,java,tink,google,9.4k,780,369,58,7,0,"['cryptography', 'java', 'cpp', 'go', 'objc', 'crypto', 'security', 'javascript']","Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy to use correctly, and hard(er) to misuse.",,"2,329",11,0,0,14,Apache-2.0,https://github.com/google/tink
87,java,elasticsearch-analysis-ik,medcl,9.4k,2.2k,580,246,8,0,"['elasticsearch', 'ik-analysis', 'analyzer', 'java']","The IK Analysis plugin integrates Lucene IK analyzer into elasticsearch, support customized dictionary.",,250,4,0,0,121,Apache-2.0,https://github.com/medcl/elasticsearch-analysis-ik
88,java,guice,google,9.2k,1.3k,573,295,51,0,[],"Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 6 and above, brought to you by Google.",https://github.com/google/guice,"1,750",6,0,0,28,Apache-2.0,https://github.com/google/guice
89,java,lombok,rzwitserloot,9.1k,1.7k,423,605,8,,[],Very spicy additions to the Java programming language.,https://projectlombok.org/,"2,919",3,0,0,57,MIT,https://github.com/rzwitserloot/lombok
90,java,jedis,xetorthio,9k,3.3k,731,135,69,0,[],A blazingly small and sane redis java client,,"1,631",10,0,0,53,MIT,https://github.com/xetorthio/jedis
91,java,webmagic,code4craft,8.9k,3.7k,823,242,36,0,"['crawler', 'java', 'scraping', 'framework']",A scalable web crawler framework for Java.,http://webmagic.io/,"1,021",16,0,0,23,Apache-2.0,https://github.com/code4craft/webmagic
92,java,javascript-patterns,shichuan,8.9k,1.7k,532,15,2,0,[],JavaScript Patterns,http://shichuan.github.com/javascript…,360,3,0,0,0,Fetching contributors,https://github.com/shichuan/javascript-patterns
93,java,jib,GoogleContainerTools,8.8k,836,316,94,7,4,"['containers', 'docker', 'java', 'kubernetes', 'microservices', 'maven', 'gradle', 'maven-plugin', 'gradle-plugin', 'jib', 'docker-registry', 'oci']",🏗 Build container images for your Java applications.,,"1,375",12,0,0,93,Apache-2.0,https://github.com/GoogleContainerTools/jib
94,java,labs,docker,8.8k,4.3k,558,36,44,0,"['docker-tutorial', 'lab', 'swarm', 'docker', 'docker-compose', 'swarm-mode', 'orchestration', 'windows', 'dotnet', 'java', 'security', 'containers']",This is a collection of tutorials for learning how to use Docker with various tools. Contributions welcome.,,708,1,0,0,0,Apache-2.0,https://github.com/docker/labs
95,java,spark,perwendel,8.7k,1.5k,437,163,36,0,[],A simple expressive web framework for java. News: Spark now has a kotlin DSL https://github.com/perwendel/spark-kotlin,https://github.com/perwendel/spark-kotlin,977,6,0,0,21,Apache-2.0,https://github.com/perwendel/spark
96,java,glide-transformations,wasabeef,8.6k,1.3k,201,36,1,0,"['android', 'android-library', 'image-processing', 'glide', 'kotlin', 'java']",An Android transformation library providing a variety of image transformations for Glide.,,215,6,0,0,17,Apache-2.0,https://github.com/wasabeef/glide-transformations
97,java,spring-boot-admin,codecentric,8.6k,2.4k,709,32,3,,"['spring-boot-admin', 'spring-cloud', 'spring-boot', 'java']",Admin UI for administration of spring boot applications,,"1,358",8,0,0,50,Apache-2.0,https://github.com/codecentric/spring-boot-admin
98,java,awesome-kotlin,KotlinBy,8.6k,976,381,61,0,,"['kotlin-language', 'kotlin', 'kotlin-android', 'kotlin-extensions', 'kotlin-library']",A curated list of awesome Kotlin related stuff Inspired by awesome-java.,https://kotlin.link/,73,3,0,0,0,Fetching contributors,https://github.com/KotlinBy/awesome-kotlin
99,java,auto,google,8.6k,1k,380,70,19,0,[],A collection of source code generators for Java.,,"1,105",4,0,0,61,Apache-2.0,https://github.com/google/auto
