,topic,name,user,star,fork,watch,issue,pull_requests,projects,topic_tag,discription_text,discription_url,commits,branches,packages,releases,contributers,License,url
94,awesome,awesome-hand-pose-estimation,xinghaochen,1.4k,342,138,1,0,0,"['computer-vision', 'hand-pose-estimation', 'deep-learning', 'human-computer-interaction', '3d-hand', 'hand-pose', 'hand-tracking', 'keypoints', 'hand-pose-regression', 'hand-keypoints', 'hand-mesh', 'hand-articulations']",Awesome work on hand pose estimation/tracking,https://xinghaochen.github.io/awesome…,272,1,0,0,0,Fetching contributors,https://github.com/xinghaochen/awesome-hand-pose-estimation
95,awesome,awesome-ocr,kba,1.4k,227,99,39,0,0,[],Links to awesome OCR projects,https://github.com/kba/awesome-ocr,159,1,0,0,0,View license,https://github.com/kba/awesome-ocr
96,awesome,awesome-dot-net-performance,adamsitnik,1.4k,149,213,5,0,0,[],"A curated list of awesome .NET Performance books, courses, trainings, conference talks, blogs and most inspiring open source contributors. Inspired by awesome-... stuff.",,84,1,0,0,0,MIT,https://github.com/adamsitnik/awesome-dot-net-performance
97,awesome,awesome-vehicle-security,jaredthecoder,1.4k,376,153,1,0,,"['vehicle-security', 'car-hacking', 'hacking-vehicles', 'security', 'hardware', 'learning', 'hacktoberfest']",🚗 A curated list of resources for learning about vehicle security and car hacking.,,180,1,0,0,0,CC0-1.0,https://github.com/jaredthecoder/awesome-vehicle-security
98,awesome,awesome-embedded-rust,rust-embedded,1.4k,124,107,11,0,0,"['awesome-list', 'awesome', 'rust', 'embedded', 'embedded-systems', 'libraries']",Curated list of resources for Embedded and Low-level development in the Rust programming language,,534,3,0,0,0,View license,https://github.com/rust-embedded/awesome-embedded-rust
99,awesome,privilege-escalation-awesome-scripts-suite,carlospolop,1.4k,284,49,3,0,0,"['enumeration', 'linux', 'unix', 'bash', 'shell', 'script', 'oneliner', 'privesc', 'one-liner', 'linpe', 'color', 'windows', 'batch', 'exe', 'peas', 'linpeas', 'winpeas', 'batch-script', 'csharp']",PEASS - Privilege Escalation Awesome Scripts SUITE (with colors),https://book.hacktricks.xyz,247,3,0,0,0,MIT,https://github.com/carlospolop/privilege-escalation-awesome-scripts-suite
0,javascript,freeCodeCamp,freeCodeCamp,310k,24k,8.4k,172,57,,"['learn-to-code', 'nonprofits', 'programming', 'nodejs', 'react', 'd3', 'careers', 'education', 'teachers', 'javascript', 'certification', 'curriculum', 'math', 'community']",freeCodeCamp.org's open source codebase and curriculum. Learn to code for free together with millions of people.,https://www.freecodecamp.org,"25,593",8,0,0,0,BSD-3-Clause,https://github.com/freeCodeCamp/freeCodeCamp
1,javascript,vue,vuejs,163k,24.6k,6.1k,309,182,3,"['vue', 'javascript', 'frontend', 'framework']","🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",http://vuejs.org,"3,097",46,0,0,249,MIT,https://github.com/vuejs/vue
2,javascript,react,facebook,147k,28.5k,6.7k,457,88,0,"['javascript', 'react', 'frontend', 'declarative', 'ui', 'library']","A declarative, efficient, and flexible JavaScript library for building user interfaces.",https://reactjs.org,"13,156",68,0,0,131,MIT,https://github.com/facebook/react
3,javascript,bootstrap,twbs,140k,68.7k,7.2k,302,81,5,"['css', 'bootstrap', 'javascript', 'html', 'scss', 'css-framework', 'sass']","The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",https://getbootstrap.com,"19,599",78,0,0,57,MIT,https://github.com/twbs/bootstrap
4,javascript,You-Dont-Know-JS,getify,120k,24.2k,5.4k,74,36,1,"['book-series', 'javascript', 'closures', 'prototypes', 'async', 'es6', 'es2015', 'training-materials', 'book', 'training-providers', 'education', 'programming', 'learn-to-code']",A book series on JavaScript. @YDKJS on twitter.,@YDKJS,"1,753",4,0,0,0,View license,https://github.com/getify/You-Dont-Know-JS
5,javascript,javascript,airbnb,94.8k,18.5k,3.6k,79,38,,"['javascript', 'eslint', 'naming-conventions', 'arrow-functions', 'style-guide', 'style-linter', 'es6', 'es2015', 'linting', 'styleguide', 'es2016', 'es2017', 'es2018', 'tc39']",JavaScript Style Guide,,"1,812",4,0,0,92,MIT,https://github.com/airbnb/javascript
6,javascript,electron,electron,82.2k,11k,2.8k,"1,079",60,10,"['electron', 'javascript', 'c-plus-plus', 'html', 'css', 'chrome', 'nodejs', 'v8']","Build cross-platform desktop apps with JavaScript, HTML, and CSS",https://electronjs.org,"23,457",141,0,0,877,MIT,https://github.com/electron/electron
7,javascript,axios,axios,72.4k,6.5k,1.2k,226,123,2,"['http-client', 'javascript', 'nodejs', 'promise']",Promise based HTTP client for the browser and node.js,,926,8,0,0,43,MIT,https://github.com/axios/axios
8,javascript,node,nodejs,69.4k,16.8k,2.9k,974,306,2,"['nodejs', 'javascript', 'node', 'js', 'runtime', 'mit', 'linux', 'macos', 'windows']",Node.js JavaScript runtime ✨🐢🚀✨,https://nodejs.org/,"30,304",34,0,0,598,View license,https://github.com/nodejs/node
9,javascript,javascript-algorithms,trekhleb,68.8k,11.4k,2.7k,49,133,,"['javascript', 'algorithms', 'algorithm', 'javascript-algorithms', 'computer-science', 'interview', 'data-structures', 'interview-preparation']",📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,,790,5,0,0,0,MIT,https://github.com/trekhleb/javascript-algorithms
10,javascript,free-programming-books-zh_CN,justjavac,65.8k,20.3k,5.5k,140,0,,"['python', 'javascript', 'android', 'books', 'free', 'pdf', 'programming', 'react', 'vue', 'angular', 'react-native', 'kotlin', 'ios', 'swift']",📚 免费的计算机编程类中文书籍，欢迎投稿,http://weibo.com/justjavac,904,1,0,0,3,GPL-3.0,https://github.com/justjavac/free-programming-books-zh_CN
11,javascript,angular,angular,60.3k,16.5k,3.2k,"2,826",582,5,"['angular', 'typescript', 'web', 'javascript', 'pwa', 'web-framework', 'web-performance']",One framework. Mobile & desktop.,https://angular.io,"17,670",88,0,0,416,MIT,https://github.com/angular/angular
12,javascript,three.js,mrdoob,60k,23.2k,2.5k,451,122,1,"['javascript', '3d', 'virtual-reality', 'augmented-reality', 'webgl', 'webgl2', 'webaudio', 'webxr', 'canvas', 'svg', 'html5']",JavaScript 3D library.,https://threejs.org/,"32,811",6,0,0,107,MIT,https://github.com/mrdoob/three.js
13,javascript,TypeScript,microsoft,59.7k,8.1k,2.1k,"4,337",180,7,"['typescript', 'javascript', 'language', 'typechecker']",TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,https://www.typescriptlang.org,"30,080",383,0,0,118,Apache-2.0,https://github.com/microsoft/TypeScript
14,javascript,material-ui,mui-org,56.7k,15.6k,1.3k,368,31,,"['react-components', 'react', 'javascript', 'material-design', 'design-systems', 'typescript']","React components for faster and easier web development. Build your own design system, or start with Material Design.",https://material-ui.com/,"11,557",4,0,0,265,MIT,https://github.com/mui-org/material-ui
15,javascript,30-seconds-of-code,30-seconds,56k,6.2k,1.7k,0,0,0,"['awesome-list', 'javascript', 'snippets', 'snippets-collection', 'learning-resources', 'learn-to-code', 'programming', 'education', 'es6-javascript', 'nodejs']",Short JavaScript code snippets for all your development needs,https://www.30secondsofcode.org/js/p/1,"4,903",1,0,0,6,CC0-1.0,https://github.com/30-seconds/30-seconds-of-code
16,javascript,webpack,webpack,53.9k,7k,1.6k,350,101,2,"['webpack', 'javascript', 'module-bundler', 'loaders', 'plugins', 'build-tool', 'web', 'web-performance', 'compiler', 'javascript-compiler', 'commonjs', 'amd', 'esm', 'es6', 'es2015', 'javascript-modules']","A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",https://webpack.js.org,"10,900",53,0,0,425,MIT,https://github.com/webpack/webpack
17,javascript,jquery,jquery,53.2k,19.3k,3.4k,64,21,0,[],jQuery JavaScript Library,https://jquery.com/,"6,476",4,0,0,151,MIT,https://github.com/jquery/jquery
18,javascript,redux,reduxjs,53k,13.9k,1.5k,28,12,,['redux'],Predictable state container for JavaScript apps,https://redux.js.org,"2,985",6,0,0,61,View license,https://github.com/reduxjs/redux
19,javascript,atom,atom,51.7k,14.4k,2.5k,567,128,0,"['atom', 'editor', 'javascript', 'electron', 'windows', 'linux', 'macos']",The hackable text editor,https://atom.io,"37,493",135,0,0,538,MIT,https://github.com/atom/atom
20,javascript,Chart.js,chartjs,48.3k,10.3k,1.5k,379,4,,"['javascript', 'chart', 'html5', 'canvas', 'graph', 'html5-charts']",Simple HTML5 Charts using the <canvas> tag,https://www.chartjs.org/,"3,118",6,0,0,48,MIT,https://github.com/chartjs/Chart.js
21,javascript,express,expressjs,48.3k,8.1k,1.8k,96,57,,"['javascript', 'nodejs', 'express', 'server']","Fast, unopinionated, minimalist web framework for node.",https://expressjs.com,"5,583",10,0,0,280,MIT,https://github.com/expressjs/express
22,javascript,deno,denoland,47.5k,2.2k,1.5k,390,48,,"['deno', 'typescript', 'javascript']",A secure JavaScript and TypeScript runtime,https://deno.land/,"3,215",3,0,0,81,MIT,https://github.com/denoland/deno
23,javascript,storybook,storybookjs,47.4k,4.5k,700,527,47,3,"['storybook', 'styleguide', 'testing', 'components', 'library', 'webpack', 'ui', 'react', 'vue', 'react-native', 'design-systems', 'javascript', 'angular', 'polymer', 'svelte', 'ember', 'ui-components', 'documentation', 'web-components', 'typescript']","📓 UI component dev & test: React, Vue, Angular, React Native, Ember, Web Components & more!",https://storybook.js.org,"26,646",118,0,0,754,MIT,https://github.com/storybookjs/storybook
24,javascript,element,ElemeFE,44.9k,10.3k,1.4k,"1,432",315,4,"['vue', 'components', 'javascript', 'vue-components', 'ui-kit', 'element-ui', 'vuejs']",A Vue.js 2.0 UI Toolkit for Web,https://element.eleme.io/,"4,384",8,0,0,130,MIT,https://github.com/ElemeFE/element
25,javascript,html5-boilerplate,h5bp,44.7k,10.7k,2.6k,6,1,,"['html5-boilerplate', 'html5', 'robust', 'javascript', 'css', 'best-practices', 'html']","A professional front-end template for building fast, robust, and adaptable web apps or sites.",https://html5boilerplate.com/,"1,797",1,0,0,37,MIT,https://github.com/h5bp/html5-boilerplate
26,javascript,lodash,lodash,44.4k,4.8k,865,56,45,,"['lodash', 'utilities', 'javascript', 'modules']","A modern JavaScript utility library delivering modularity, performance, & extras.",https://lodash.com/,"7,994",7,0,0,415,View license,https://github.com/lodash/lodash
27,javascript,moment,moment,43.8k,6.6k,942,369,97,0,[],"Parse, validate, manipulate, and display dates in javascript.",http://momentjs.com,"3,790",20,0,0,75,MIT,https://github.com/moment/moment
28,javascript,nodebestpractices,goldbergyoni,43.1k,3.9k,1.3k,19,8,1,"['nodejs', 'javascript', 'best-practices', 'styleguide', 'style-guide', 'style-guides', 'node-js', 'express', 'expressjs', 'nodejs-development', 'es6', 'eslint', 'mocha', 'chai', 'microservices', 'rest', 'npm', 'jest', 'types', 'testing']",✅ The Node.js best practices list (April 2020),https://twitter.com/nodepractices/,"1,858",75,0,0,0,CC-BY-SA-4.0,https://github.com/goldbergyoni/nodebestpractices
29,javascript,meteor,meteor,41.7k,5.1k,1.8k,98,28,0,"['javascript', 'meteor', 'mongodb', 'build-system', 'npm', 'framework', 'zero-configuration', 'reactive-programming', 'nodejs']","Meteor, the JavaScript App Platform",https://www.meteor.com,"22,804","1,081",0,0,"1,281",View license,https://github.com/meteor/meteor
30,javascript,ionic,ionic-team,40.8k,13.2k,1.8k,775,79,3,"['ionic', 'mobile', 'framework', 'angular', 'javascript', 'frontend', 'pwa', 'typescript', 'web', 'stencil', 'stenciljs', 'capacitor', 'react', 'vue', 'webcomponents']",Build amazing Native and Progressive Web Apps with web technologies. One app running on everything 🎉,https://ionicframework.com/,"10,292",66,0,0,231,View license,https://github.com/ionic-team/ionic
31,javascript,Front-End-Checklist,thedaviddias,39k,3.9k,1.1k,12,0,0,"['frontend', 'front-end-development', 'front-end-developer-tool', 'guidelines', 'checklist', 'reference', 'web-development', 'html', 'css', 'javascript', 'lists', 'resources']",🗂 The perfect Front-End Checklist for modern websites and meticulous developers,https://frontendchecklist.io,676,2,0,0,1,CC0-1.0,https://github.com/thedaviddias/Front-End-Checklist
32,javascript,yarn,yarnpkg,38.3k,2.5k,608,"2,086",143,2,"['yarn', 'npm', 'package-manager', 'javascript']","📦🐈 Fast, reliable, and secure dependency management.",https://yarnpkg.com,"2,334",74,0,0,159,View license,https://github.com/yarnpkg/yarn
33,javascript,materialize,Dogfalo,37.4k,4.8k,1.1k,576,187,1,"['design', 'css', 'framework', 'javascript', 'material-design', 'material', 'css-framework']","Materialize, a CSS Framework based on Material Design",https://materializecss.com,"3,876",24,0,0,44,MIT,https://github.com/Dogfalo/materialize
34,javascript,freecodecamp.cn,FreeCodeCampChina,36.8k,1.4k,784,143,7,1,"['freecodecamp', 'cn-freecodecamp', 'nodejs', 'education', 'javascript', 'curriculum', 'certification', 'community', 'react', 'career', 'nonprofits', 'learn-to-code', 'math', 'd3']",FCC China open source codebase and curriculum. Learn to code and help nonprofits.,https://fcc.asia/,"8,845",5,0,0,0,View license,https://github.com/FreeCodeCampChina/freecodecamp.cn
35,javascript,nw.js,nwjs,36.7k,3.9k,1.7k,753,8,0,"['web-application-framework', 'javascript', 'desktop', 'node-webkit', 'nwjs', 'nodejs']",Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,https://nwjs.io,"4,078",62,0,0,261,View license,https://github.com/nwjs/nw.js
36,javascript,babel,babel,36.4k,4.2k,876,604,147,5,"['babel', 'javascript', 'ast', 'compiler', 'flavortown', 'es6', 'es2015']",🐠 Babel is a compiler for writing next generation JavaScript.,https://babeljs.io/,"13,687",14,0,0,655,MIT,https://github.com/babel/babel
37,javascript,prettier,prettier,36.2k,2.3k,418,666,103,0,"['formatter', 'printer', 'prettier', 'ast', 'javascript', 'flow', 'typescript', 'css', 'scss', 'less', 'jsx', 'vue', 'graphql', 'json', 'markdown', 'yaml', 'html', 'angular']",Prettier is an opinionated code formatter.,https://prettier.io,"4,031",8,0,0,98,MIT,https://github.com/prettier/prettier
38,javascript,serverless,serverless,35.5k,4.1k,1k,768,29,1,"['serverless', 'serverless-framework', 'serverless-architectures', 'aws-lambda', 'google-cloud-functions', 'azure-functions', 'ibm-openwhisk', 'aws', 'microservice', 'javascript']","Serverless Framework – Build web, mobile and IoT applications with serverless architectures using AWS Lambda, Azure Functions, Google CloudFunctions & more! –",https://serverless.com,"12,456",17,0,0,180,MIT,https://github.com/serverless/serverless
39,javascript,parcel,parcel-bundler,35.5k,1.7k,476,551,34,1,"['module-bundler', 'build-tool', 'javascript', 'css', 'html', 'assets', 'web', 'compiler', 'commonjs', 'es6', 'modules']","📦🚀 Blazing fast, zero configuration web application bundler",https://parceljs.org,"1,857",64,0,0,514,MIT,https://github.com/parcel-bundler/parcel
40,javascript,awesome-nodejs,sindresorhus,35.5k,4.3k,1.6k,0,8,,"['awesome', 'awesome-list', 'nodejs', 'javascript', 'list', 'node']",⚡ Delightful Node.js packages and resources,https://node.cool,776,1,0,0,0,CC0-1.0,https://github.com/sindresorhus/awesome-nodejs
41,javascript,clean-code-javascript,ryanmcdermott,35.2k,4.1k,1.2k,29,15,0,"['javascript', 'principles', 'composition', 'inheritance', 'clean-code', 'clean-architecture', 'best-practices']",🛁 Clean Code concepts adapted for JavaScript,,525,1,0,0,0,MIT,https://github.com/ryanmcdermott/clean-code-javascript
42,javascript,anime,juliangarnier,35.1k,2.7k,714,94,16,0,"['animation', 'anime']",JavaScript animation engine,https://animejs.com,705,11,0,0,13,MIT,https://github.com/juliangarnier/anime
43,javascript,awesome-interview-questions,MaximAbramchuck,33.9k,4.8k,1.5k,3,7,0,"['awesome-list', 'awesomeness', 'interview-questions', 'interviewing', 'interview-practice', 'ruby', 'javascript', 'awesome', 'list', 'python-interview-questions', 'rails-interview', 'javascript-interview-questions', 'angularjs-interview-questions', 'android-interview-questions']",A curated awesome list of lists of interview questions. Feel free to contribute! 🎓,https://triplebyte.com/a/TfjWb6Y/d,344,1,0,0,0,"112
    
    contributors",https://github.com/MaximAbramchuck/awesome-interview-questions
44,javascript,Ghost,TryGhost,33.4k,7.3k,1.1k,53,6,,"['journalism', 'publishing', 'blogging', 'javascript', 'web-application', 'cms', 'nodejs', 'ember', 'ghost', 'headless-cms', 'jamstack']",👻 The #1 headless Node.js CMS for professional publishing,https://ghost.org,"10,817",6,0,0,325,MIT,https://github.com/TryGhost/Ghost
45,javascript,hyper,zeit,33k,2.8k,501,753,21,0,"['terminal', 'javascript', 'html', 'css', 'react', 'hyperterm', 'terminal-emulators']",A terminal built on web technologies,https://hyper.is,"1,739",5,0,0,101,MIT,https://github.com/zeit/hyper
46,javascript,project-based-learning,tuvtran,31.8k,5.3k,1.4k,11,52,0,"['tutorial', 'project', 'beginner-project', 'webdevelopment', 'python', 'javascript', 'cpp', 'golang']",Curated list of project-based tutorials,,456,1,0,0,0,MIT,https://github.com/tuvtran/project-based-learning
47,javascript,33-js-concepts,leonardomso,31.6k,3.5k,1k,2,2,0,"['javascript', 'concepts', 'nodejs', 'react', 'angular', 'programming', 'javascript-programming', 'javascript-closures', 'javascript-engines', 'primitive-types', 'es6', 'es6-javascript']",📜 33 concepts every JavaScript developer should know.,,401,2,0,0,0,MIT,https://github.com/leonardomso/33-js-concepts
48,javascript,brackets,adobe,31.2k,6.6k,1.6k,"2,482",163,0,[],"An open source code editor for the web, written in JavaScript, HTML and CSS.",http://brackets.io,"17,845",179,0,0,114,MIT,https://github.com/adobe/brackets
49,javascript,jest,facebook,30.6k,4.3k,520,893,122,0,"['javascript', 'testing', 'painless-javascript-testing', 'facebook', 'immersive', 'painless', 'expectation', 'easy', 'snapshot']",Delightful JavaScript Testing.,https://jestjs.io,"4,790",6,0,0,175,MIT,https://github.com/facebook/jest
50,javascript,leetcode,azl397985856,30.6k,5.7k,1.1k,29,0,1,"['algorithm', 'leetcode', 'interview', 'computer-science', 'cpp', 'javascript', 'python', 'java', 'data-structures', 'tree', 'maximum-sum']",LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),http://lucifer.ren/leetcode/,619,2,0,0,23,Apache-2.0,https://github.com/azl397985856/leetcode
51,javascript,pdf.js,mozilla,30.4k,7.2k,1k,594,19,1,[],PDF Reader in JavaScript,,"12,440",3,0,0,51,Apache-2.0,https://github.com/mozilla/pdf.js
52,javascript,hexo,hexojs,30.2k,3.9k,859,137,32,0,"['hexo', 'javascript', 'nodejs', 'static-site-generator']","A fast, simple & powerful blog framework, powered by Node.js.",https://hexo.io,"3,238",9,0,0,135,MIT,https://github.com/hexojs/hexo
53,javascript,fullPage.js,alvarotrigo,29.8k,7k,906,157,21,0,"['javascript', 'scrolling', 'slide', 'onepage', 'fullpage', 'snap', 'sections', 'swipe', 'fullscreen', 'slideshow', 'mousewheel', 'jquery']",fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,http://alvarotrigo.com/fullPage/,"1,822",8,0,0,72,GPL-3.0,https://github.com/alvarotrigo/fullPage.js
54,javascript,immutable-js,immutable-js,29.6k,1.7k,578,141,31,0,[],Immutable persistent data collections for Javascript which increase efficiency and simplicity.,https://immutable-js.github.io/immuta…,"1,556",4,0,0,65,MIT,https://github.com/immutable-js/immutable-js
55,javascript,pixi.js,pixijs,29.2k,4.1k,1.1k,76,17,3,"['canvas2d', 'pixijs', 'javascript', 'webgl', 'glsl', 'canvas', 'rendering', 'pixi', 'game', 'renderer', 'rendering-engine', 'rendering-2d-graphics']","The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer.",http://pixijs.com,"5,269",35,0,0,119,MIT,https://github.com/pixijs/pixi.js
56,javascript,clipboard.js,zenorocha,28.4k,3.5k,443,9,4,0,"['clipboard', 'javascript']",✂️ Modern copy to clipboard. No Flash. Just 3kb gzipped 📋,https://clipboardjs.com,289,3,0,0,37,MIT,https://github.com/zenorocha/clipboard.js
57,javascript,video.js,videojs,28k,6.4k,1.3k,212,11,4,"['video', 'player', 'flash', 'hls', 'javascript', 'videojs', 'html', 'html5-video', 'html5-audio', 'html5', 'dash']",Video.js - open source HTML5 & Flash video player,https://videojs.com,"3,551",137,0,0,399,View license,https://github.com/videojs/video.js
58,javascript,Leaflet,Leaflet,27.7k,4.5k,959,389,126,1,"['javascript', 'leaflet', 'maps']",🍃 JavaScript library for mobile-friendly interactive maps,https://leafletjs.com,"6,840",45,0,0,45,BSD-2-Clause,https://github.com/Leaflet/Leaflet
59,javascript,phaser,photonstorm,27.1k,6.2k,1.3k,198,49,,"['phaser', 'phaserjs', 'javascript', 'html5-game-development', 'webgl', 'game-frameworks', 'game-development', 'gamedev', 'canvas', 'phaser-development', 'facebook-instant-games']","Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",http://phaser.io,"14,105",7,0,0,112,MIT,https://github.com/photonstorm/phaser
60,javascript,async,caolan,26.5k,2.4k,720,1,2,0,"['javascript', 'async', 'callbacks']",Async utilities for node and the browser,http://caolan.github.io/async/,"1,788",3,0,0,81,MIT,https://github.com/caolan/async
61,javascript,Rocket.Chat,RocketChat,26.4k,5.8k,947,"2,152",298,18,"['chat', 'meteor', 'javascript', 'collaboration', 'webrtc', 'real-time', 'slack', 'foss', 'free', 'mit']",The ultimate Free Open Source Solution for team communications.,https://rocket.chat/,"18,030",192,1,1,374,View license,https://github.com/RocketChat/Rocket.Chat
62,javascript,nest,nestjs,26.3k,2.2k,585,66,28,0,"['nest', 'javascript', 'typescript', 'nodejs', 'framework', 'nodejs-framework', 'typescript-framework', 'javascript-framework', 'microservices', 'websockets', 'node', 'nestjs']","A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications on top of TypeScript & JavaScript (ES6, ES7, ES8) 🚀",https://nestjs.com/,"5,224",46,0,0,144,MIT,https://github.com/nestjs/nest
63,javascript,gold-miner,xitu,26k,4.3k,1.3k,34,11,,"['android', 'translation', 'ios', 'frontend', 'react', 'tutorials', 'ai', 'swift', 'tensorflow', 'javascript']",🥇掘金翻译计划，可能是世界最大最好的英译中技术社区，最懂读者和译者的翻译平台：,https://juejin.im/tag/掘金翻译计划,"9,956",1,0,0,0,Fetching contributors,https://github.com/xitu/gold-miner
64,javascript,underscore,jashkenas,25.3k,5.5k,920,54,48,0,[],JavaScript's utility _ belt,https://underscorejs.org,"2,500",7,0,0,67,View license,https://github.com/jashkenas/underscore
65,javascript,taro,NervJS,25k,3k,680,811,32,1,"['taro', 'react', 'reactjs', 'react-native', 'weixin', 'wechat', 'wechat-mini-program', 'wxapp', 'javascript', 'typescript', 'nervjs', 'nerv']",多端统一开发框架，支持用 React 的开发方式编写一次代码，生成能运行在微信/京东/百度/支付宝/字节跳动/ QQ 小程序/快应用/H5/React Native 等的应用。 https://taro.jd.com/,https://taro.jd.com/,"6,063",43,0,0,306,MIT,https://github.com/NervJS/taro
66,javascript,vuetify,vuetifyjs,25k,4.1k,574,"1,026",56,,"['vue', 'vuejs', 'vuejs2', 'vue2', 'vue-components', 'vue-component', 'material-design', 'material', 'material-theme', 'material-components', 'javascript', 'semantic', 'vue-material', 'vuetify', 'vuetifyjs', 'ui', 'ui-components', 'ui-kit', 'typescript']",🐉 Material Component Framework for Vue,https://vuetifyjs.com,"9,594",111,0,0,339,MIT,https://github.com/vuetifyjs/vuetify
67,javascript,nylas-mail,nylas,24.5k,1.4k,476,"1,005",30,1,"['electron', 'javascript', 'react', 'flux', 'macos', 'windows', 'linux', 'productivity', 'email', 'babel', 'nylas-mail']",💌 An extensible desktop mail app built on the modern web. Forks welcome!,https://nylas.com/nylas-mail/,"6,116",3,0,0,108,MIT,https://github.com/nylas/nylas-mail
68,javascript,select2,select2,24.4k,5.9k,773,44,10,1,"['javascript', 'jquery', 'select2']","Select2 is a jQuery based replacement for select boxes. It supports searching, remote data sets, and infinite scrolling of results.",https://select2.org/,"2,595",6,1,1,47,MIT,https://github.com/select2/select2
69,javascript,Modernizr,Modernizr,24.3k,3k,1k,157,21,,"['modernizr', 'javascript', 'css3-features', 'javascript-library', 'feature-detection']",Modernizr is a JavaScript library that detects HTML5 and CSS3 features in the user’s browser.,https://modernizr.com,"2,537",6,0,0,34,View license,https://github.com/Modernizr/Modernizr
70,javascript,front-end-interview-handbook,yangshun,23.9k,3.3k,720,0,0,,"['front-end', 'interview-questions', 'html', 'javascript', 'css', 'web-development', 'css-questions', 'js-questions', 'html-questions', 'interview-test', 'front-end-development', 'front-end-interview']","🕸 Almost complete answers to ""Front-end Job Interview Questions"" which you can use to interview potential candidates, test yourself or completely ignore",,400,4,0,0,0,MIT,https://github.com/yangshun/front-end-interview-handbook
71,javascript,strapi,strapi,23.7k,2.9k,504,211,27,0,"['strapi', 'nodejs', 'api', 'dashboard', 'javascript', 'graphql', 'rest', 'koa', 'koa2', 'cms', 'headless-cms', 'jamstack', 'customizable']",🚀 Open source Node.js Headless CMS to easily build customisable APIs,https://strapi.io,"12,719",21,0,0,133,MIT,https://github.com/strapi/strapi
72,javascript,standard,standard,23.6k,1.8k,471,108,12,,"['eslint', 'javascript', 'linter', 'style-guide', 'static-code-analysis', 'development', 'ecmascript', 'standard', 'es6', 'nodejs']","🌟 JavaScript Style Guide, with linter & automatic code fixer",https://standardjs.com,"1,672",22,0,0,170,MIT,https://github.com/standard/standard
73,javascript,carbon,carbon-app,23.5k,1.2k,251,19,6,,"['carbon', 'javascript', 'beautiful', 'snippets', 'github-gist', 'sharing', 'education', 'tweet', 'presentation']",🎨 Create and share beautiful images of your source code,https://carbon.now.sh,"1,403",2,0,0,166,MIT,https://github.com/carbon-app/carbon
74,javascript,vuex,vuejs,23.5k,7.8k,789,38,17,0,"['vue', 'javascript', 'vuex', 'state-management', 'time-travel']",🗃️ Centralized State Management for Vue.js.,https://vuex.vuejs.org,"1,006",7,0,0,44,MIT,https://github.com/vuejs/vuex
75,javascript,fetch,github,23.5k,2.5k,501,10,6,,"['polyfill', 'fetch', 'javascript', 'promise']",A window.fetch JavaScript polyfill.,http://github.github.io/fetch/,591,4,0,0,28,MIT,https://github.com/github/fetch
76,javascript,faker.js,Marak,23.3k,1.9k,332,185,132,0,"['faker', 'fake', 'faker-generator', 'mocking', 'mocks', 'fake-content', 'fake-data', 'javascript']",generate massive amounts of realistic fake data in Node.js and the browser,,997,3,0,0,31,View license,https://github.com/Marak/faker.js
77,javascript,iview,iview,23.2k,4.2k,803,984,88,4,"['vue', 'components', 'ui-kit', 'vue-components', 'javascript', 'ui-design', 'css', 'design-systems', 'frontend', 'iview']",A high quality UI Toolkit built on Vue.js 2.0,http://iview.talkingdata.com,"3,013",15,0,0,85,View license,https://github.com/iview/iview
78,javascript,uppy,transloadit,22.5k,1.3k,354,95,12,0,"['tus', 'resumable', 'file-uploads', 'javascript', 'webbrowser', 'mit', 'open-source', 'modular', 'file-uploader', 'uploader', 'files', 'uppy', 'transloadit', 'pick-files', 'dropbox', 'instagram', 'encoding']",The next open source file uploader for web browsers 🐶,https://uppy.io,"7,539",29,0,0,"1,086",MIT,https://github.com/transloadit/uppy
79,javascript,lerna,lerna,22.4k,1.4k,221,364,36,0,"['lerna', 'monorepo', 'npm', 'package', 'publishing']",🐉 A tool for managing JavaScript projects with multiple packages.,https://lerna.js.org,"1,993",6,0,0,176,MIT,https://github.com/lerna/lerna
80,javascript,open-source-mac-os-apps,serhii-londar,22.3k,1.5k,854,13,7,0,"['macos', 'mac', 'macosx', 'apps', 'applications', 'awesome-list', 'opensource', 'open-source', 'awesome', 'swift', 'objective-c', 'javascript', 'python', 'ruby', 'c', 'c-plus-plus', 'macos-application']",🚀 Awesome list of open source applications for macOS.,,984,6,0,0,0,CC0-1.0,https://github.com/serhii-londar/open-source-mac-os-apps
