,topic,name,user,star,fork,watch,issue,pull_requests,projects,topic_tag,discription_text,discription_url,commits,branches,packages,releases,contributers,License,url
17,awesome,awesome-python3-webapp,michaelliao,1.8k,2.7k,161,18,11,0,[],小白的Python入门教程实战篇：网站+iOS App源码→ http://t.cn/R2PDyWN 赞助→ http://t.cn/R5bhVpf,http://t.cn/R2PDyWN,2,18,0,0,0,GPL-3.0,https://github.com/michaelliao/awesome-python3-webapp
18,awesome,awesome-devblog,sarojaba,1.8k,410,155,0,0,0,"['blogs', 'awesome', 'korean']",어썸데브블로그. 국내 개발 블로그 모음(only 실명으로).,https://awesome-devblog.now.sh/,"2,692",1,0,0,0,Fetching contributors,https://github.com/sarojaba/awesome-devblog
19,awesome,awesome-devenv,jondot,1.8k,135,84,1,6,0,[],"A curated list of awesome tools, resources and workflow tips making an awesome development environment.",,137,1,0,0,0,Fetching contributors,https://github.com/jondot/awesome-devenv
20,awesome,ruby-bookmarks,dreikanter,1.8k,287,127,1,1,0,"['ruby', 'rails', 'bookmarks', 'awesome-list', 'awesome', 'list']",Ruby and Ruby on Rails bookmarks collection,,297,1,0,0,0,Fetching contributors,https://github.com/dreikanter/ruby-bookmarks
21,awesome,awesome-iot,HQarroum,1.8k,318,138,0,1,0,"['awesome-list', 'internet-of-things']",🤖 A curated list of awesome Internet of Things projects and resources.,,212,1,0,0,0,MIT,https://github.com/HQarroum/awesome-iot
22,awesome,awesome-powershell,janikvonrotz,1.8k,219,154,0,1,0,"['powershell', 'windows-powershell', 'powershell-ise', 'powershell-cmdlets', 'awesome', 'guides', 'tutorial', 'linux-powershell', 'awesome-list', 'list']",A curated list of delightful PowerShell modules and resources,,182,2,0,0,0,View license,https://github.com/janikvonrotz/awesome-powershell
23,awesome,awesome-mobx,mobxjs,1.8k,123,69,8,3,0,[],A collection of awesome things regarding MobX.,,128,2,0,0,0,Fetching contributors,https://github.com/mobxjs/awesome-mobx
24,awesome,awesome-computer-history,watson,1.8k,119,71,2,9,0,"['awesome-list', 'awesome', 'list', 'history', 'computer-history', 'hackers', 'video', 'documentary']","An Awesome List of computer history videos, documentaries and related folklore",,172,1,0,0,0,Fetching contributors,https://github.com/watson/awesome-computer-history
25,awesome,Slides,nathansearles,1.8k,389,80,305,41,0,[],"Slides is a crazy simple slideshow plugin for jQuery. With features like looping, auto play, fade or slide transition effects, crossfading, image preloading, and auto generated pagination. With Slides you’ll never see multiple slides fly by. Slides elegantly just slides from one slide to the next. Awesome.",http://slidesjs.com,118,5,0,0,0,Fetching contributors,https://github.com/nathansearles/Slides
26,awesome,Awesome-Unity-Shader,QianMo,1.8k,610,197,1,0,0,"['shader', 'unity-shader', 'shaderlab', 'unity3d-shader', 'unity', 'graphics-programming', 'posteffect', 'awesome']",⛵ 关于炫酷的Unity3D Shader | About Cool Unity3D Shaders,,65,1,0,0,0,Fetching contributors,https://github.com/QianMo/Awesome-Unity-Shader
27,awesome,awesome-godot,Calinou,1.7k,134,175,1,0,0,"['godot', 'godot-engine', 'awesome', 'awesome-list', 'game-development']","A curated list of free/libre plugins, scripts and add-ons for Godot",,232,2,0,0,0,CC-BY-4.0,https://github.com/Calinou/awesome-godot
28,awesome,AwesomePerfCpp,fenbf,1.7k,193,188,1,1,0,[],"A curated list of awesome C/C++ performance optimization resources: talks, articles, books, libraries, tools, sites, blogs. Inspired by awesome.",https://fenbf.github.io/AwesomePerfCpp/,37,1,0,0,0,Fetching contributors,https://github.com/fenbf/AwesomePerfCpp
29,awesome,awesome-yii2,forecho,1.7k,566,376,0,0,0,[],Yii2 干货集,,80,1,0,0,0,MIT,https://github.com/forecho/awesome-yii2
30,awesome,awesome-point-cloud-analysis,Yochengliu,1.7k,419,191,0,0,0,"['3d-graphics', '3d-reconstruction', '3d-registration', '3d-representation', 'point-cloud-processing', 'point-cloud-segmentation', 'point-cloud-registration', 'point-cloud-detection', 'point-clouds', 'point-cloud-classification', 'point-cloud-recognition', 'point-set-registration', 'point-cloud-dataset']",A list of papers and datasets about point cloud analysis (processing),,202,1,0,0,0,Fetching contributors,https://github.com/Yochengliu/awesome-point-cloud-analysis
31,awesome,books,learn-anything,1.7k,347,97,0,0,0,"['books', 'education', 'list', 'resources', 'awesome', 'awesome-list', 'learning', 'learn-anything', 'free', 'pdf']",Awesome Books,,324,1,0,0,0,CC0-1.0,https://github.com/learn-anything/books
32,awesome,awesome-resty,bungle,1.7k,198,173,0,3,0,[],"A List of Quality OpenResty Libraries, and Resources.",,352,1,0,0,0,Fetching contributors,https://github.com/bungle/awesome-resty
33,awesome,awesome-reverse-engineering,alphaSeclab,1.7k,293,95,0,0,0,"['reverse-engineering', 'idapro', 'idapython', 'ghidra', 'x64dbg', 'radare2', 'frida', 'intelpt', 'dynamorio', 'binaryninja', 'binnavi', 'android-security', 'apk-analysis', 'ida-plugin', 'cuckoo', 'windbg', 'angr', 'gdb']",Reverse Engineering Resources About All Platforms(Windows/Linux/macOS/Android/iOS/IoT) And Every Aspect! (More than 3500 open source tools and 2300 posts&videos),,5,1,0,0,1,Fetching contributors,https://github.com/alphaSeclab/awesome-reverse-engineering
34,awesome,guides,NARKOZ,1.7k,228,109,0,2,,"['awesome', 'styleguides', 'programming-languages', 'guidelines', 'api', 'design', 'development', 'best-practices', 'coding-conventions']",Design and development guides,,64,1,0,0,0,Fetching contributors,https://github.com/NARKOZ/guides
35,awesome,awesome-mental-health,dreamingechoes,1.7k,82,49,2,0,0,"['awesome', 'awesome-list', 'mental-health', 'mental-health-awareness', 'self-care']","A curated list of awesome articles, websites and resources about mental health in the software industry.",https://dreamingechoes.github.io/awes…,105,1,0,0,0,CC0-1.0,https://github.com/dreamingechoes/awesome-mental-health
36,awesome,awesome-newsletters,zudochkin,1.7k,149,77,5,2,0,"['newsletter', 'email-newsletter', 'email', 'emails', 'awesome', 'awesome-list']",A list of amazing Newsletters,https://github.com/zudochkin/awesome-…,369,4,0,0,0,Fetching contributors,https://github.com/zudochkin/awesome-newsletters
37,awesome,naftis,XiaoMi,1.7k,218,80,22,1,0,"['istio', 'service-mesh', 'dashboard', 'kubernetes', 'ui', 'admin', 'microservice']",An awesome dashboard for Istio built with love.,,117,4,0,0,11,Apache-2.0,https://github.com/XiaoMi/naftis
38,awesome,awesome-love2d,love2d-community,1.7k,120,100,0,1,0,"['lua', 'love2d', 'awesome-list', 'game-development']","A curated list of amazingly awesome LÖVE libraries, resources and shiny things.",,366,2,0,0,0,CC0-1.0,https://github.com/love2d-community/awesome-love2d
39,awesome,awesome-robotics,kiloreux,1.7k,454,171,2,1,0,['robotics'],A list of awesome Robotics resources,,70,1,0,0,0,View license,https://github.com/kiloreux/awesome-robotics
40,awesome,awesome-interactive-journalism,wbkd,1.7k,90,109,1,6,0,"['datavisualization', 'journalism', 'ddj']",A list of awesome interactive journalism projects.,,113,1,0,0,0,Fetching contributors,https://github.com/wbkd/awesome-interactive-journalism
41,awesome,awesome-animation,Animatious,1.7k,198,95,1,0,0,"['animation', 'ios-animation']",A great list of open sourced UI Motion Library produced by Animatious Group.,http://anius.io/,10,1,0,0,0,MIT,https://github.com/Animatious/awesome-animation
42,awesome,awesome-php,JingwenTian,1.7k,485,147,0,2,0,[],"收集整理一些常用的PHP类库, 资源以及技巧. 以便在工作中迅速的查找所需...",,211,1,0,0,0,Fetching contributors,https://github.com/JingwenTian/awesome-php
43,awesome,awesome-vulkan,vinjn,1.7k,159,150,0,0,0,"['vulkan-api', 'vulkan-libraries', 'opengl', 'nvidia', 'vulkan', 'khronos', 'qualcomm', 'amd', 'arm']",Awesome Vulkan ecosystem,https://vinjn.github.io/awesome-vulkan/,306,1,0,0,0,Fetching contributors,https://github.com/vinjn/awesome-vulkan
44,awesome,awesome-startup-credits,dakshshah96,1.7k,93,47,0,4,0,"['awesome', 'awesome-list', 'startups', 'list']",✨ A collection of awesome companies offering free/discounted plans for eligible startups,,74,1,0,0,0,Fetching contributors,https://github.com/dakshshah96/awesome-startup-credits
45,awesome,awesome-machine-learning-interpretability,jphall663,1.6k,309,128,2,1,0,"['fairness', 'xai', 'interpretability', 'iml', 'fatml', 'accountability', 'transparency', 'machine-learning', 'data-science', 'data-mining', 'python', 'r', 'awesome', 'awesome-list', 'machine-learning-interpretability', 'interpretable-machine-learning', 'interpretable-ml', 'interpretable-ai', 'interpretable-deep-learning', 'explainable-ml']",A curated list of awesome machine learning interpretability resources.,,177,2,0,0,0,View license,https://github.com/jphall663/awesome-machine-learning-interpretability
46,awesome,vim-awesome,vim-awesome,1.6k,87,47,64,15,0,[],Awesome Vim plugins from across the universe,http://vimawesome.com,542,295,0,0,2,MIT,https://github.com/vim-awesome/vim-awesome
47,awesome,awesome-awesome,emijrp,1.6k,209,135,0,5,0,"['awesome', 'awesome-list']",A curated list of awesome curated lists of many topics.,,117,1,0,0,0,CC0-1.0,https://github.com/emijrp/awesome-awesome
48,awesome,awesome-apache-airflow,jghoman,1.6k,223,117,2,0,0,"['airflow', 'apache-airflow', 'workflow-management', 'awesome', 'awesome-list']",Curated list of resources about Apache Airflow,,219,1,0,0,0,Fetching contributors,https://github.com/jghoman/awesome-apache-airflow
49,awesome,go_spider,hu17889,1.6k,481,154,16,2,0,"['spider', 'crawler', 'go', 'schedule', 'pipeline']",[爬虫框架 (golang)] An awesome Go concurrent Crawler(spider) framework. The crawler is flexible and modular. It can be expanded to an Individualized crawler easily or you can use the default crawl components only.,,178,1,0,0,4,MPL-2.0,https://github.com/hu17889/go_spider
50,awesome,devmap,zualex,1.6k,496,239,0,0,0,"['awesome', 'lists', 'resources', 'web', 'web-development', 'frontend', 'backend', 'development', 'map']",Карта развития веб-разработчика,,168,2,0,0,1,Fetching contributors,https://github.com/zualex/devmap
51,awesome,awesome-gis,sshuair,1.6k,350,186,7,1,0,"['gis', 'awesome', 'geospatial', 'geo', 'geotools', 'map', 'geospatial-library', 'spatial-analysis']","😎Awesome GIS is a collection of geospatial related sources, including cartographic tools, geoanalysis tools, developer tools, data, conference & communities, news, massive open online course, some amazing map sites, and more.",,249,3,0,0,0,MIT,https://github.com/sshuair/awesome-gis
52,awesome,awesome-php-cn,jobbole,1.6k,504,182,0,0,0,[],PHP资源大全中文版，库、框架、模板、安全、代码分析、日志、第三方库、配置工具、Web 工具等,,19,1,0,0,0,Fetching contributors,https://github.com/jobbole/awesome-php-cn
53,awesome,awesome-opensource-apps,unicodeveloper,1.6k,415,128,2,19,0,"['awesome', 'reactjs', 'firebase', 'meteor', 'laravel', 'rails', 'opensource-apps', 'android', 'react', 'react-native', 'ios', 'django', 'awesome-list']","🏠ℹ️ Curated list of awesome open source crafted web & mobile applications - Learn, Fork, Contribute & Most Importantly Enjoy!",,234,2,0,0,0,Fetching contributors,https://github.com/unicodeveloper/awesome-opensource-apps
54,awesome,vue-fontawesome,FortAwesome,1.6k,98,33,29,3,0,"['fontawesome', 'vue', 'javascript', 'frontend']",Font Awesome 5 Vue component,https://fontawesome.com,129,3,0,0,10,MIT,https://github.com/FortAwesome/vue-fontawesome
55,awesome,awesome-java,Snailclimb,1.6k,349,84,0,0,0,[],Collection of awesome Java project on Github(Github 上非常棒的 Java 开源项目集合).,,49,1,0,0,0,Fetching contributors,https://github.com/Snailclimb/awesome-java
56,awesome,awesome-taro,NervJS,1.6k,188,64,1,1,0,[],多端统一开发框架 Taro 优秀学习资源汇总,,63,1,0,0,0,Fetching contributors,https://github.com/NervJS/awesome-taro
57,awesome,awesome-jupyter,markusschanta,1.6k,215,95,0,1,0,"['jupyter-notebook', 'jupyter', 'jupyterhub', 'jupyterlab', 'awesome', 'awesome-list', 'python', 'visualization', 'frontend', 'jupyterlab-extension']","A curated list of awesome Jupyter projects, libraries and resources",,146,5,0,0,0,CC-BY-SA-4.0,https://github.com/markusschanta/awesome-jupyter
58,awesome,Awesome-Android-Notebook,JsonChao,1.6k,403,80,2,0,0,"['android', 'study-guide', 'java', 'interview']",💻 A complete plan for better android developers.（continuous updating ...）,,380,1,0,0,0,Apache-2.0,https://github.com/JsonChao/Awesome-Android-Notebook
59,awesome,awesome-analytics,onurakpolat,1.6k,277,123,0,3,0,[],"A curated list of analytics frameworks, software and other tools.",https://github.com/onurakpolat/awesom…,80,1,0,0,0,MIT,https://github.com/onurakpolat/awesome-analytics
60,awesome,vertx-awesome,vert-x3,1.6k,239,165,1,1,,[],"A curated list of awesome Vert.x resources, libraries, and other nice things.",https://github.com/vert-x3/vertx-awesome,385,4,0,0,0,Apache-2.0,https://github.com/vert-x3/vertx-awesome
61,awesome,alfred-workflows,learn-anything,1.6k,75,67,0,1,0,"['alfred', 'curated-list', 'alfred-workflow', 'community', 'automation', 'macos', 'awesome', 'awesome-list', 'alfred-workflows']",Amazing Alfred Workflows,,245,1,0,0,0,CC0-1.0,https://github.com/learn-anything/alfred-workflows
62,awesome,awesome-alfred-workflows,derimagia,1.6k,71,75,3,3,0,"['alfred-workflow', 'text-manipulation', 'alfred', 'awesome-list', 'awesome']",A curated list of awesome alfred workflows,,142,1,0,0,0,Fetching contributors,https://github.com/derimagia/awesome-alfred-workflows
63,awesome,Awesome-Scene-Text-Recognition,chongyangtao,1.6k,416,154,4,0,0,"['text-recognition', 'text-detection', 'scene-texts', 'natural-images']",A curated list of resources dedicated to scene text localization and recognition,,27,1,0,0,0,Fetching contributors,https://github.com/chongyangtao/Awesome-Scene-Text-Recognition
64,awesome,react-native-awesome,crazycodeboy,1.6k,385,101,2,3,0,"['react-native-tutorial', 'react-native-resources', 'react-native-study', 'react-native-lesson', 'react-native']",React Native 学习资源精选仓库(汇聚知识，分享精华)汇集了各类react-native学习资料、工具、组件、开源App、资源下载、以及相关新闻等，只求精不求全。,http://www.devio.org/tags/#React Native,64,4,0,0,0,MIT,https://github.com/crazycodeboy/react-native-awesome
65,awesome,awesome-learning-resources,lauragift21,1.5k,313,72,0,0,0,"['open-source', 'css', 'vue', 'javascript', 'awesome-list', 'pwa', 'podcast', 'serverless', 'developer-stories', 'machine-learning', 'ai']",🔥Awesome list of resources on Web Development.,,355,2,0,0,0,MIT,https://github.com/lauragift21/awesome-learning-resources
66,awesome,Awesome-Chatbot,fendouai,1.5k,353,97,0,1,0,"['chatbot', 'tensorflow', 'awesome', 'seq2seq', 'seq2seq-chatbot', 'seq2seq-model', 'corpus', 'tutorial']","Awesome Chatbot Projects,Corpus,Papers,Tutorials.Chinese Chatbot =>:",http://www.panchuangai.com/,11,1,0,0,0,Apache-2.0,https://github.com/fendouai/Awesome-Chatbot
67,awesome,awesome-awesome-awesome,jonatasbaldin,1.5k,83,53,0,0,0,['awesome-list'],Awesome list of repositories of awesome lists 🤷‍♀️,,12,1,0,0,0,MIT,https://github.com/jonatasbaldin/awesome-awesome-awesome
68,awesome,awesome-weex,joggerplus,1.5k,208,86,0,0,0,"['weex', 'awesome', 'cross-platform', 'react-native', 'awesome-list', 'weex-demo', 'weex-plugin', 'weex-android', 'weex-ios', 'weex-html5', 'vue']","A curated list of awesome Weex guides, articles, sites, tools, projects and resources.",,55,1,0,0,0,Fetching contributors,https://github.com/joggerplus/awesome-weex
69,awesome,Tvlist-awesome-m3u-m3u8,billy21,1.5k,321,93,10,0,0,"['m3u', 'm3u8', 'iptv', 'iptv-m3u8', 'iptv-channels', 'iptv-playlist', 'iptv-free', 'awesome', 'kodi', 'kodi-addons', 'kodi-plugin']",直播源相关资源汇总 📺 💯 IPTV、M3U —— 武汉加油,,27,1,0,0,0,Fetching contributors,https://github.com/billy21/Tvlist-awesome-m3u-m3u8
70,awesome,awesome-opensource-documents,hubtee,1.5k,144,94,7,0,0,[],"📘 A curated list of awesome open source or open source licensed documents, guides, books.",,68,2,0,0,0,View license,https://github.com/hubtee/awesome-opensource-documents
71,awesome,awesome-deep-text-detection-recognition,hwalsuklee,1.5k,386,105,5,0,0,"['ocr', 'ocr-recognition', 'ocr-detection', 'text-recognition', 'text-detection', 'text-detection-recognition', 'deep-learning', 'awesome-list', 'ocr-papers', 'awesome-lists', 'ocr-paper', 'ocr-paper-list']",A curated list of resources for text detection/recognition (optical character recognition ) with deep learning methods.,,44,1,0,0,0,Apache-2.0,https://github.com/hwalsuklee/awesome-deep-text-detection-recognition
72,awesome,awesome-typescript,semlinker,1.5k,136,47,1,2,0,"['typescript', 'awesome-list', 'vue-typescript', 'react-typescripts']",A collection of awesome TypeScript resources for client-side and server-side development,,42,1,0,0,0,Fetching contributors,https://github.com/semlinker/awesome-typescript
73,awesome,frontendDaily,kujian,1.5k,144,379,711,0,0,"['frontend', 'javascript', 'html', 'css', 'vue', 'jquery', 'weekly', 'daily', 'awesome', 'newsletter', 'js', 'awesome-list', 'news']",前端开发技术日报，每日分享互联网最精彩的前端技术、前端资讯、后端编程、设计和资源等，欢迎关注Watch,http://caibaojian.com/c/news,"1,768",1,0,0,0,Apache-2.0,https://github.com/kujian/frontendDaily
74,awesome,awesome-PICO-8,pico-8,1.5k,71,108,1,0,0,"['pico-8', 'pico8', 'game-development', 'game-engine', 'gamedev', 'lua', 'cartridge', 'awesome', 'list', 'awesome-list']","A curated list of awesome PICO-8 resources, carts, tools and more",https://pico-8.github.io/awesome-PICO-8/,159,1,0,0,0,CC0-1.0,https://github.com/pico-8/awesome-PICO-8
75,awesome,awesome-peer-to-peer,kgryte,1.5k,150,95,2,3,0,"['p2p', 'awesome', 'peer-to-peer', 'resources']",A list of peer-to-peer resources.,,145,1,0,0,0,View license,https://github.com/kgryte/awesome-peer-to-peer
76,awesome,zaobao,wubaiqing,1.5k,105,98,1,0,0,"['zaobao', 'web-development', 'share', 'news', 'daily', 'design', 'coding-article', 'awesome', 'promotion-promotion']",每日时报，以前端技术体系为主要分享课题。根据：文章、工具、新闻、视频几大板块作为主要分类。,https://wubaiqing.github.io/zaobao/ot…,578,2,0,0,0,MIT,https://github.com/wubaiqing/zaobao
77,awesome,awesome-sentence-embedding,Separius,1.5k,200,71,2,1,,"['wordembedding', 'word-embeddings', 'sentence-embeddings', 'nlp', 'pretrained-embedding', 'awesome-list', 'pretrained-models', 'sentence-representations', 'contextualized-representation', 'awesome', 'links', 'subword-models', 'vector-mapping', 'embedding-models', 'cross-lingual', 'bert']",A curated list of pretrained sentence and word embedding models,,185,2,0,0,0,GPL-3.0,https://github.com/Separius/awesome-sentence-embedding
78,awesome,Awesome-Interview,Awesome-Interview,1.5k,299,60,0,0,0,"['interview', 'interview-preparation', 'interview-practice', 'interviews', 'interview-prep', 'backend', 'frontend', 'cpp', 'java', 'python', 'machine-learning', 'deep-learning', 'ios', 'android']",Collection of awesome interview references.,https://awesome-interview.github.io/A…,50,1,0,0,0,View license,https://github.com/Awesome-Interview/Awesome-Interview
79,awesome,awesome-console-services,chubin,1.5k,114,83,3,0,0,"['awesome', 'awesome-list', 'resources', 'curl', 'terminal']","A curated list of awesome console services (reachable via HTTP, HTTPS and other network protocols)",,119,1,0,0,0,MIT,https://github.com/chubin/awesome-console-services
80,awesome,go-advice,cristaloleg,1.5k,97,68,0,0,0,"['golang', 'go', 'advice', 'awesome', 'guide', 'guidelines', 'experience']",List of advice and tricks for Go ʕ◔ϖ◔ʔ,,160,1,0,0,0,Unlicense,https://github.com/cristaloleg/go-advice
81,awesome,awesome-sass,Famolus,1.5k,108,57,0,0,0,"['sass', 'scss', 'css']","🎨 Curated list of awesome Sass and SCSS frameworks, libraries, style guides, articles, and resources.",,207,1,0,0,0,CC0-1.0,https://github.com/Famolus/awesome-sass
82,awesome,awesome-service-workers,TalAter,1.5k,78,58,0,5,0,[],🔩 A collection of awesome resources for learning Service Workers,,61,1,0,0,0,CC0-1.0,https://github.com/TalAter/awesome-service-workers
83,awesome,awesome-cold-showers,hwayne,1.5k,19,89,3,0,0,['programming'],For when people get too hyped up about things,,18,1,0,0,0,View license,https://github.com/hwayne/awesome-cold-showers
84,awesome,awesome-ios-chart,ameizi,1.5k,238,76,1,0,0,"['ios-charts', 'swift-charts', 'chart']","A curated list of awesome iOS chart libraries, including Objective-C and Swift",,59,1,0,0,0,MIT,https://github.com/ameizi/awesome-ios-chart
85,awesome,AwesomeQRCode,SumiMakito,1.5k,206,56,11,1,0,"['qrcode', 'qr-code', 'qrcode-generator', 'qr-generator']",An awesome QR code generator for Android.,,84,2,0,0,8,Apache-2.0,https://github.com/SumiMakito/AwesomeQRCode
86,awesome,awesome-mongodb,ramnes,1.5k,224,77,0,5,0,"['awesome', 'awesome-list', 'list', 'mongodb', 'mongodb-resources']","🍃 A curated list of awesome MongoDB resources, libraries, tools and applications",,122,1,0,0,0,Fetching contributors,https://github.com/ramnes/awesome-mongodb
87,awesome,ViewPagerLayoutManager,leochuan,1.5k,257,28,53,1,0,[],ViewPager like LayoutManager which supports some awesome animations and infinite scroll.,,122,1,0,0,22,Apache-2.0,https://github.com/leochuan/ViewPagerLayoutManager
88,awesome,machine-learning-with-ruby,arbox,1.5k,128,116,2,0,,"['awesome', 'awesome-list', 'list', 'ruby', 'ml', 'machine-learning', 'ruby-gem', 'rubyml', 'rubynlp']",Curated list: Resources for machine learning in Ruby,,169,1,0,0,0,CC0-1.0,https://github.com/arbox/machine-learning-with-ruby
89,awesome,awesome-streaming,manuzhang,1.5k,207,135,1,1,0,"['awesome-list', 'stream-processing', 'awesome', 'list']","a curated list of awesome streaming frameworks, applications, etc",https://manuzhang.github.io/awesome-s…,111,2,0,0,0,Fetching contributors,https://github.com/manuzhang/awesome-streaming
90,awesome,awesome-deepbio,gokceneraslan,1.5k,277,177,3,0,0,[],A curated list of awesome deep learning applications in the field of computational biology,,138,1,0,0,0,Fetching contributors,https://github.com/gokceneraslan/awesome-deepbio
91,awesome,awesome-human-pose-estimation,cbsudux,1.5k,300,103,0,3,0,"['human-pose-estimation', 'deep-learning', 'deep-learning-papers', 'computer-vision', 'awesome-list', '2d-human-pose', '3d-human-pose', 'pose-estimation']",A collection of awesome resources in Human Pose estimation.,,43,1,0,0,0,Fetching contributors,https://github.com/cbsudux/awesome-human-pose-estimation
92,awesome,awesome-terraform,shuaibiyy,1.5k,205,102,1,4,0,"['awesome-list', 'awesome', 'hashicorp-terraform', 'terraform-modules', 'devops', 'infrastructure-as-code', 'terraform']",Curated list of resources on HashiCorp's Terraform,,196,1,0,0,0,Fetching contributors,https://github.com/shuaibiyy/awesome-terraform
93,awesome,planetary.js,BinaryMuse,1.5k,176,50,9,1,0,"['topojson', 'javascript', 'interactive-globes', 'd3', 'visualization']",🌎 Awesome interactive globes for the web,http://planetaryjs.com,139,2,0,0,15,MIT,https://github.com/BinaryMuse/planetary.js
